variable,activitytype,subjectid,average
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,1,-0.182985518264151
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,2,-0.438620401875
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,3,-0.445181802430508
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,4,-0.552489628846154
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,5,-0.440445051914894
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,6,-0.318173892545098
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,7,-0.444994481882353
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,8,-0.183325647134146
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,9,-0.456841325204082
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,10,-0.166969377765957
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,11,-0.381223382777778
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,12,-0.564435086711538
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,13,-0.470770800363636
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,14,0.236659662496296
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,15,-0.308585869854167
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,16,-0.532486721568627
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,17,-0.496444579791667
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,18,-0.533044636034483
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,19,-0.3771327525
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,20,-0.360948341823529
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,21,-0.483407096425532
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,22,-0.234023031571429
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,23,-0.470491576431373
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,24,-0.54907099
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,25,-0.386612992876923
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,26,-0.569632
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,27,-0.523335975411765
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,28,-0.528187016862745
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,29,-0.074331469755102
fBodyBodyGyroMag-std(),WALKING_UPSTAIRS,30,-0.151472278383077
fBodyGyro-mean()-X,LAYING,1,-0.850249174586
fBodyGyro-mean()-X,LAYING,2,-0.9864311425
fBodyGyro-mean()-X,LAYING,3,-0.970167262903226
fBodyGyro-mean()-X,LAYING,4,-0.967203736481481
fBodyGyro-mean()-X,LAYING,5,-0.975797491730769
fBodyGyro-mean()-X,LAYING,6,-0.935439769649123
fBodyGyro-mean()-X,LAYING,7,-0.953684547692308
fBodyGyro-mean()-X,LAYING,8,-0.957903886111111
fBodyGyro-mean()-X,LAYING,9,-0.930297921
fBodyGyro-mean()-X,LAYING,10,-0.953793912068966
fBodyGyro-mean()-X,LAYING,11,-0.97618747122807
fBodyGyro-mean()-X,LAYING,12,-0.9566538865
fBodyGyro-mean()-X,LAYING,13,-0.96946349
fBodyGyro-mean()-X,LAYING,14,-0.949959040588235
fBodyGyro-mean()-X,LAYING,15,-0.955413596111111
fBodyGyro-mean()-X,LAYING,16,-0.975892407428571
fBodyGyro-mean()-X,LAYING,17,-0.971949211126761
fBodyGyro-mean()-X,LAYING,18,-0.992436927692308
fBodyGyro-mean()-X,LAYING,19,-0.974196217590361
fBodyGyro-mean()-X,LAYING,20,-0.982619403529412
fBodyGyro-mean()-X,LAYING,21,-0.973410473
fBodyGyro-mean()-X,LAYING,22,-0.95336692
fBodyGyro-mean()-X,LAYING,23,-0.979676078055556
fBodyGyro-mean()-X,LAYING,24,-0.976570564027778
fBodyGyro-mean()-X,LAYING,25,-0.890517539315069
fBodyGyro-mean()-X,LAYING,26,-0.988386324868421
fBodyGyro-mean()-X,LAYING,27,-0.987028539054054
fBodyGyro-mean()-X,LAYING,28,-0.946804234625
fBodyGyro-mean()-X,LAYING,29,-0.99312260884058
fBodyGyro-mean()-X,LAYING,30,-0.971789052714286
fBodyGyro-mean()-X,SITTING,1,-0.976161464042553
fBodyGyro-mean()-X,SITTING,2,-0.982621389565217
fBodyGyro-mean()-X,SITTING,3,-0.957550637692308
fBodyGyro-mean()-X,SITTING,4,-0.9605896358
fBodyGyro-mean()-X,SITTING,5,-0.957117251818182
fBodyGyro-mean()-X,SITTING,6,-0.939671400545454
fBodyGyro-mean()-X,SITTING,7,-0.9436317575
fBodyGyro-mean()-X,SITTING,8,-0.982200309782609
fBodyGyro-mean()-X,SITTING,9,-0.950315237
fBodyGyro-mean()-X,SITTING,10,-0.986477363333333
fBodyGyro-mean()-X,SITTING,11,-0.985106875471698
fBodyGyro-mean()-X,SITTING,12,-0.968528985294118
fBodyGyro-mean()-X,SITTING,13,-0.983218202857143
fBodyGyro-mean()-X,SITTING,14,-0.978577117592593
fBodyGyro-mean()-X,SITTING,15,-0.986152580338983
fBodyGyro-mean()-X,SITTING,16,-0.978632856956522
fBodyGyro-mean()-X,SITTING,17,-0.98841106765625
fBodyGyro-mean()-X,SITTING,18,-0.989961500350877
fBodyGyro-mean()-X,SITTING,19,-0.981743664931507
fBodyGyro-mean()-X,SITTING,20,-0.969913284393939
fBodyGyro-mean()-X,SITTING,21,-0.984893559764706
fBodyGyro-mean()-X,SITTING,22,-0.977266731129032
fBodyGyro-mean()-X,SITTING,23,-0.977149986617647
fBodyGyro-mean()-X,SITTING,24,-0.985676523823529
fBodyGyro-mean()-X,SITTING,25,-0.988002552461538
fBodyGyro-mean()-X,SITTING,26,-0.990144882307692
fBodyGyro-mean()-X,SITTING,27,-0.987207904714286
fBodyGyro-mean()-X,SITTING,28,-0.973724326388889
fBodyGyro-mean()-X,SITTING,29,-0.988393569
fBodyGyro-mean()-X,SITTING,30,-0.987034626451613
fBodyGyro-mean()-X,STANDING,1,-0.986386786037736
fBodyGyro-mean()-X,STANDING,2,-0.967037112037037
fBodyGyro-mean()-X,STANDING,3,-0.901282267540984
fBodyGyro-mean()-X,STANDING,4,-0.905464161964286
fBodyGyro-mean()-X,STANDING,5,-0.909661802321429
fBodyGyro-mean()-X,STANDING,6,-0.931612384385965
fBodyGyro-mean()-X,STANDING,7,-0.938121637735849
fBodyGyro-mean()-X,STANDING,8,-0.969677435925926
fBodyGyro-mean()-X,STANDING,9,-0.916974437555556
fBodyGyro-mean()-X,STANDING,10,-0.924005912954545
fBodyGyro-mean()-X,STANDING,11,-0.978301717234043
fBodyGyro-mean()-X,STANDING,12,-0.890292711147541
fBodyGyro-mean()-X,STANDING,13,-0.957154108421053
fBodyGyro-mean()-X,STANDING,14,-0.957111767
fBodyGyro-mean()-X,STANDING,15,-0.950380286226415
fBodyGyro-mean()-X,STANDING,16,-0.973157351666667
fBodyGyro-mean()-X,STANDING,17,-0.980696264102564
fBodyGyro-mean()-X,STANDING,18,-0.964428926438356
fBodyGyro-mean()-X,STANDING,19,-0.947865639178082
fBodyGyro-mean()-X,STANDING,20,-0.881019424794521
fBodyGyro-mean()-X,STANDING,21,-0.956989964269663
fBodyGyro-mean()-X,STANDING,22,-0.917018098571429
fBodyGyro-mean()-X,STANDING,23,-0.947510436323529
fBodyGyro-mean()-X,STANDING,24,-0.958540187246377
fBodyGyro-mean()-X,STANDING,25,-0.96807852527027
fBodyGyro-mean()-X,STANDING,26,-0.969364268513513
fBodyGyro-mean()-X,STANDING,27,-0.970149628875
fBodyGyro-mean()-X,STANDING,28,-0.880426103164557
fBodyGyro-mean()-X,STANDING,29,-0.974485449538462
fBodyGyro-mean()-X,STANDING,30,-0.915742855084746
fBodyGyro-mean()-X,WALKING,1,-0.339032197115789
fBodyGyro-mean()-X,WALKING,2,-0.429713536101695
fBodyGyro-mean()-X,WALKING,3,-0.437845763793104
fBodyGyro-mean()-X,WALKING,4,-0.373384540666667
fBodyGyro-mean()-X,WALKING,5,-0.372668749642857
fBodyGyro-mean()-X,WALKING,6,-0.239650710533333
fBodyGyro-mean()-X,WALKING,7,-0.318395104666667
fBodyGyro-mean()-X,WALKING,8,-0.102063053808333
fBodyGyro-mean()-X,WALKING,9,-0.383676120961538
fBodyGyro-mean()-X,WALKING,10,-0.277913780754717
fBodyGyro-mean()-X,WALKING,11,-0.514753307627119
fBodyGyro-mean()-X,WALKING,12,-0.4019759318
fBodyGyro-mean()-X,WALKING,13,-0.192856474047368
fBodyGyro-mean()-X,WALKING,14,-0.508595851864407
fBodyGyro-mean()-X,WALKING,15,-0.253399360296296
fBodyGyro-mean()-X,WALKING,16,-0.59574648627451
fBodyGyro-mean()-X,WALKING,17,-0.40771670852459
fBodyGyro-mean()-X,WALKING,18,-0.609673434464286
fBodyGyro-mean()-X,WALKING,19,0.228142361865385
fBodyGyro-mean()-X,WALKING,20,-0.0936248686019608
fBodyGyro-mean()-X,WALKING,21,-0.246657382884615
fBodyGyro-mean()-X,WALKING,22,-0.144648652152174
fBodyGyro-mean()-X,WALKING,23,-0.337619203050847
fBodyGyro-mean()-X,WALKING,24,-0.468295081206897
fBodyGyro-mean()-X,WALKING,25,-0.411909719594595
fBodyGyro-mean()-X,WALKING,26,-0.368112905762712
fBodyGyro-mean()-X,WALKING,27,-0.498017935263158
fBodyGyro-mean()-X,WALKING,28,-0.374681071666667
fBodyGyro-mean()-X,WALKING,29,-0.431490048490566
fBodyGyro-mean()-X,WALKING,30,-0.374440300461538
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,1,-0.352449631363265
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,2,-0.145775970406383
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,3,-0.129066574295918
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,4,-0.240298893435556
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,5,-0.295345101425532
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,6,0.0633716052854167
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,7,-0.33930147
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,8,-0.130740445236842
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,9,-0.325042890904762
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,10,-0.214350280079211
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,11,-0.318777012804348
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,12,-0.178856167345652
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,13,-0.319677124659574
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,14,-0.295315541666667
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,15,-0.22735956545
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,16,-0.420844008625532
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,17,-0.316412962967391
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,18,-0.489232274509091
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,19,0.474962448333333
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,20,-0.0629572600911111
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,21,-0.366748752888889
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,22,-0.0954349339722222
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,23,-0.214730713222222
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,24,-0.272469211854546
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,25,-0.217799723931034
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,26,-0.12591815458
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,27,-0.2966286115
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,28,-0.0299969963043478
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,29,-0.18941800145
fBodyGyro-mean()-X,WALKING_DOWNSTAIRS,30,-0.263061628069355
fBodyGyro-mean()-X,WALKING_UPSTAIRS,1,-0.492611667924528
fBodyGyro-mean()-X,WALKING_UPSTAIRS,2,-0.331643577458333
fBodyGyro-mean()-X,WALKING_UPSTAIRS,3,-0.378216681762712
fBodyGyro-mean()-X,WALKING_UPSTAIRS,4,-0.3710689925
fBodyGyro-mean()-X,WALKING_UPSTAIRS,5,-0.263615096246809
fBodyGyro-mean()-X,WALKING_UPSTAIRS,6,-0.115065008156863
fBodyGyro-mean()-X,WALKING_UPSTAIRS,7,-0.383889342745098
fBodyGyro-mean()-X,WALKING_UPSTAIRS,8,-0.240260761682927
fBodyGyro-mean()-X,WALKING_UPSTAIRS,9,-0.313941631326531
fBodyGyro-mean()-X,WALKING_UPSTAIRS,10,-0.218524716912766
fBodyGyro-mean()-X,WALKING_UPSTAIRS,11,-0.471782782222222
fBodyGyro-mean()-X,WALKING_UPSTAIRS,12,-0.426360331538462
fBodyGyro-mean()-X,WALKING_UPSTAIRS,13,-0.482113007636364
fBodyGyro-mean()-X,WALKING_UPSTAIRS,14,-0.441048358648148
fBodyGyro-mean()-X,WALKING_UPSTAIRS,15,-0.361096856875
fBodyGyro-mean()-X,WALKING_UPSTAIRS,16,-0.53239971627451
fBodyGyro-mean()-X,WALKING_UPSTAIRS,17,-0.416223018291667
fBodyGyro-mean()-X,WALKING_UPSTAIRS,18,-0.59232371
fBodyGyro-mean()-X,WALKING_UPSTAIRS,19,-0.194485509535
fBodyGyro-mean()-X,WALKING_UPSTAIRS,20,-0.372684353921569
fBodyGyro-mean()-X,WALKING_UPSTAIRS,21,-0.446974007021277
fBodyGyro-mean()-X,WALKING_UPSTAIRS,22,-0.19545699252381
fBodyGyro-mean()-X,WALKING_UPSTAIRS,23,-0.430239229235294
fBodyGyro-mean()-X,WALKING_UPSTAIRS,24,-0.503188684915254
fBodyGyro-mean()-X,WALKING_UPSTAIRS,25,-0.476144998846154
fBodyGyro-mean()-X,WALKING_UPSTAIRS,26,-0.427686570727273
fBodyGyro-mean()-X,WALKING_UPSTAIRS,27,-0.544369229411765
fBodyGyro-mean()-X,WALKING_UPSTAIRS,28,-0.403636283921569
fBodyGyro-mean()-X,WALKING_UPSTAIRS,29,-0.260519290404082
fBodyGyro-mean()-X,WALKING_UPSTAIRS,30,-0.488039003123077
fBodyGyro-mean()-Y,LAYING,1,-0.9521914948
fBodyGyro-mean()-Y,LAYING,2,-0.983321635416667
fBodyGyro-mean()-Y,LAYING,3,-0.978099682258065
fBodyGyro-mean()-Y,LAYING,4,-0.972187839074074
fBodyGyro-mean()-Y,LAYING,5,-0.978249645769231
fBodyGyro-mean()-Y,LAYING,6,-0.941771544385965
fBodyGyro-mean()-Y,LAYING,7,-0.957570207692308
fBodyGyro-mean()-Y,LAYING,8,-0.957411160185185
fBodyGyro-mean()-Y,LAYING,9,-0.9345796594
fBodyGyro-mean()-Y,LAYING,10,-0.954670034482759
fBodyGyro-mean()-Y,LAYING,11,-0.982640271929825
fBodyGyro-mean()-Y,LAYING,12,-0.95256172
fBodyGyro-mean()-Y,LAYING,13,-0.968689729193548
fBodyGyro-mean()-Y,LAYING,14,-0.938087898235294
fBodyGyro-mean()-Y,LAYING,15,-0.964310893611111
fBodyGyro-mean()-Y,LAYING,16,-0.976092920571429
fBodyGyro-mean()-Y,LAYING,17,-0.973669098591549
fBodyGyro-mean()-Y,LAYING,18,-0.985611171384615
fBodyGyro-mean()-Y,LAYING,19,-0.972061003493976
fBodyGyro-mean()-Y,LAYING,20,-0.973120029558823
fBodyGyro-mean()-Y,LAYING,21,-0.964968005222222
fBodyGyro-mean()-Y,LAYING,22,-0.964698258611111
fBodyGyro-mean()-Y,LAYING,23,-0.96846913625
fBodyGyro-mean()-Y,LAYING,24,-0.966111980277778
fBodyGyro-mean()-Y,LAYING,25,-0.946259639315068
fBodyGyro-mean()-Y,LAYING,26,-0.983127999342105
fBodyGyro-mean()-Y,LAYING,27,-0.986795837297297
fBodyGyro-mean()-Y,LAYING,28,-0.9658244555
fBodyGyro-mean()-Y,LAYING,29,-0.993696336521739
fBodyGyro-mean()-Y,LAYING,30,-0.968170332428571
fBodyGyro-mean()-Y,SITTING,1,-0.975838585319149
fBodyGyro-mean()-Y,SITTING,2,-0.982100923695652
fBodyGyro-mean()-Y,SITTING,3,-0.95617355
fBodyGyro-mean()-Y,SITTING,4,-0.9675836478
fBodyGyro-mean()-Y,SITTING,5,-0.955460359318182
fBodyGyro-mean()-Y,SITTING,6,-0.943857393090909
fBodyGyro-mean()-Y,SITTING,7,-0.956678065
fBodyGyro-mean()-Y,SITTING,8,-0.97658989
fBodyGyro-mean()-Y,SITTING,9,-0.9396930078
fBodyGyro-mean()-Y,SITTING,10,-0.986179215555556
fBodyGyro-mean()-Y,SITTING,11,-0.98263664490566
fBodyGyro-mean()-Y,SITTING,12,-0.963725248823529
fBodyGyro-mean()-Y,SITTING,13,-0.982456053877551
fBodyGyro-mean()-Y,SITTING,14,-0.969806729814815
fBodyGyro-mean()-Y,SITTING,15,-0.979201724745763
fBodyGyro-mean()-Y,SITTING,16,-0.96679600173913
fBodyGyro-mean()-Y,SITTING,17,-0.98879397953125
fBodyGyro-mean()-Y,SITTING,18,-0.988702701403509
fBodyGyro-mean()-Y,SITTING,19,-0.968188675753425
fBodyGyro-mean()-Y,SITTING,20,-0.964643068787879
fBodyGyro-mean()-Y,SITTING,21,-0.979830938
fBodyGyro-mean()-Y,SITTING,22,-0.959161754193548
fBodyGyro-mean()-Y,SITTING,23,-0.957920288823529
fBodyGyro-mean()-Y,SITTING,24,-0.981200181176471
fBodyGyro-mean()-Y,SITTING,25,-0.983827801076923
fBodyGyro-mean()-Y,SITTING,26,-0.981740793333333
fBodyGyro-mean()-Y,SITTING,27,-0.984141119142857
fBodyGyro-mean()-Y,SITTING,28,-0.963117633611111
fBodyGyro-mean()-Y,SITTING,29,-0.990329245333333
fBodyGyro-mean()-Y,SITTING,30,-0.982005883387097
fBodyGyro-mean()-Y,STANDING,1,-0.988984455849057
fBodyGyro-mean()-Y,STANDING,2,-0.972576152962963
fBodyGyro-mean()-Y,STANDING,3,-0.937711157213115
fBodyGyro-mean()-Y,STANDING,4,-0.955992945178571
fBodyGyro-mean()-Y,STANDING,5,-0.939373524464286
fBodyGyro-mean()-Y,STANDING,6,-0.943273146140351
fBodyGyro-mean()-Y,STANDING,7,-0.957548671320755
fBodyGyro-mean()-Y,STANDING,8,-0.972595487037037
fBodyGyro-mean()-Y,STANDING,9,-0.954514301555556
fBodyGyro-mean()-Y,STANDING,10,-0.960323800909091
fBodyGyro-mean()-Y,STANDING,11,-0.994025488297872
fBodyGyro-mean()-Y,STANDING,12,-0.948251856721311
fBodyGyro-mean()-Y,STANDING,13,-0.97291308
fBodyGyro-mean()-Y,STANDING,14,-0.9508361945
fBodyGyro-mean()-Y,STANDING,15,-0.975133868867925
fBodyGyro-mean()-Y,STANDING,16,-0.983594244615385
fBodyGyro-mean()-Y,STANDING,17,-0.987334041282051
fBodyGyro-mean()-Y,STANDING,18,-0.983561159726028
fBodyGyro-mean()-Y,STANDING,19,-0.975061671643836
fBodyGyro-mean()-Y,STANDING,20,-0.91064914109589
fBodyGyro-mean()-Y,STANDING,21,-0.960082591123595
fBodyGyro-mean()-Y,STANDING,22,-0.97068244031746
fBodyGyro-mean()-Y,STANDING,23,-0.952781164558824
fBodyGyro-mean()-Y,STANDING,24,-0.970426493768116
fBodyGyro-mean()-Y,STANDING,25,-0.97839988527027
fBodyGyro-mean()-Y,STANDING,26,-0.98388591027027
fBodyGyro-mean()-Y,STANDING,27,-0.983731873
fBodyGyro-mean()-Y,STANDING,28,-0.948160785316456
fBodyGyro-mean()-Y,STANDING,29,-0.991586674
fBodyGyro-mean()-Y,STANDING,30,-0.945628836949153
fBodyGyro-mean()-Y,WALKING,1,-0.103059416434737
fBodyGyro-mean()-Y,WALKING,2,-0.55477211220339
fBodyGyro-mean()-Y,WALKING,3,-0.561526265344828
fBodyGyro-mean()-Y,WALKING,4,-0.688460056666667
fBodyGyro-mean()-Y,WALKING,5,-0.513951718392857
fBodyGyro-mean()-Y,WALKING,6,-0.341378429473684
fBodyGyro-mean()-Y,WALKING,7,-0.151966687436842
fBodyGyro-mean()-Y,WALKING,8,-0.259729692333333
fBodyGyro-mean()-Y,WALKING,9,-0.436905860576923
fBodyGyro-mean()-Y,WALKING,10,-0.345209034528302
fBodyGyro-mean()-Y,WALKING,11,-0.593107398474576
fBodyGyro-mean()-Y,WALKING,12,-0.4678863378
fBodyGyro-mean()-Y,WALKING,13,-0.256213554508772
fBodyGyro-mean()-Y,WALKING,14,-0.215894949525424
fBodyGyro-mean()-Y,WALKING,15,-0.535422096111111
fBodyGyro-mean()-Y,WALKING,16,-0.619731930392157
fBodyGyro-mean()-Y,WALKING,17,-0.490166286557377
fBodyGyro-mean()-Y,WALKING,18,-0.570898150714286
fBodyGyro-mean()-Y,WALKING,19,-0.0973549846596154
fBodyGyro-mean()-Y,WALKING,20,0.0310145965868627
fBodyGyro-mean()-Y,WALKING,21,-0.371744086730769
fBodyGyro-mean()-Y,WALKING,22,-0.501176901956522
fBodyGyro-mean()-Y,WALKING,23,0.195569461920339
fBodyGyro-mean()-Y,WALKING,24,-0.479841432931035
fBodyGyro-mean()-Y,WALKING,25,-0.678750350135135
fBodyGyro-mean()-Y,WALKING,26,-0.56182776559322
fBodyGyro-mean()-Y,WALKING,27,-0.534724231403509
fBodyGyro-mean()-Y,WALKING,28,-0.50468173962963
fBodyGyro-mean()-Y,WALKING,29,-0.362232316226415
fBodyGyro-mean()-Y,WALKING,30,-0.175900924040154
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,1,-0.0557022524693878
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,2,-0.361913824
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,3,-0.542694164081633
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,4,-0.717545840444445
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,5,-0.382483075106383
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,6,-0.130327465789583
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,7,-0.21444307293617
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,8,0.116090879026316
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,9,-0.312512195452381
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,10,-0.272495710342105
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,11,-0.528254524130435
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,12,-0.420631474130435
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,13,-0.133828886725532
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,14,0.0132082347333333
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,15,-0.402332301666667
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,16,-0.479512983617021
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,17,-0.451126869347826
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,18,-0.641527595090909
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,19,0.147083143564103
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,20,-0.138097945555556
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,21,-0.308879866288889
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,22,-0.525006840277778
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,23,0.328817010088889
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,24,-0.433475431818182
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,25,-0.632916352241379
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,26,-0.44312621
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,27,-0.402132810611364
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,28,-0.217100157608696
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,29,-0.463125032083333
fBodyGyro-mean()-Y,WALKING_DOWNSTAIRS,30,-0.348065119677419
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,1,-0.319474609056604
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,2,-0.488086123958333
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,3,-0.637293508305085
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,4,-0.684310201538462
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,5,-0.516609046808511
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,6,-0.329653779629412
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,7,-0.567920266470588
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,8,-0.113162144460976
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,9,-0.499159202857143
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,10,-0.235858986212766
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,11,-0.581167154444445
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,12,-0.604711316153846
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,13,-0.492176104727273
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,14,0.118687692187963
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,15,-0.517025245833333
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,16,-0.642018064117647
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,17,-0.521435415208333
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,18,-0.649817266551724
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,19,-0.2254218170275
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,20,-0.162341385629412
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,21,-0.446691581702128
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,22,-0.523943751666667
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,23,-0.290447408901961
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,24,-0.546620981186441
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,25,-0.618579913384615
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,26,-0.617112539636364
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,27,-0.594092579607843
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,28,-0.522066500784314
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,29,-0.39404534122449
fBodyGyro-mean()-Y,WALKING_UPSTAIRS,30,-0.366058433230769
fBodyGyro-mean()-Z,LAYING,1,-0.909302721
fBodyGyro-mean()-Z,LAYING,2,-0.9626718875
fBodyGyro-mean()-Z,LAYING,3,-0.962341960806452
fBodyGyro-mean()-Z,LAYING,4,-0.961479262592593
fBodyGyro-mean()-Z,LAYING,5,-0.963202948461538
fBodyGyro-mean()-Z,LAYING,6,-0.932636612807018
fBodyGyro-mean()-Z,LAYING,7,-0.956905310961538
fBodyGyro-mean()-Z,LAYING,8,-0.967461239074074
fBodyGyro-mean()-Z,LAYING,9,-0.9598150092
fBodyGyro-mean()-Z,LAYING,10,-0.969755777241379
fBodyGyro-mean()-Z,LAYING,11,-0.961434420701754
fBodyGyro-mean()-Z,LAYING,12,-0.9456732415
fBodyGyro-mean()-Z,LAYING,13,-0.969126880322581
fBodyGyro-mean()-Z,LAYING,14,-0.949107162941177
fBodyGyro-mean()-Z,LAYING,15,-0.958190099861111
fBodyGyro-mean()-Z,LAYING,16,-0.985957788
fBodyGyro-mean()-Z,LAYING,17,-0.976164852112676
fBodyGyro-mean()-Z,LAYING,18,-0.984999291538461
fBodyGyro-mean()-Z,LAYING,19,-0.973932332530121
fBodyGyro-mean()-Z,LAYING,20,-0.972278603529412
fBodyGyro-mean()-Z,LAYING,21,-0.980811216111111
